filer,sourceName,amount,date,description,formUrl,legislatorGlassHouseUrl
Tim Grayson,Walt Disney Company,468,2021-12-04,"food, beverages, and entertainment",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d785c76-c15a-4c3e-a5f6-60a22d6566c2.pdf,https://calmatters.org/legislator-tracker/tim-grayson-1967
Tim Grayson,Govern For California,176.59,2021-09-29,"food, beverages, and entertainment",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d785c76-c15a-4c3e-a5f6-60a22d6566c2.pdf,https://calmatters.org/legislator-tracker/tim-grayson-1967
Tim Grayson,San Francisco Bay Area Planning & Urban Research Association,123.33,2021-10-21,"food, beverages, and entertainment",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d785c76-c15a-4c3e-a5f6-60a22d6566c2.pdf,https://calmatters.org/legislator-tracker/tim-grayson-1967
Tim Grayson,Specialty Equipment Market Association,190,2021-11-02,"food, beverages, and entertainment",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d785c76-c15a-4c3e-a5f6-60a22d6566c2.pdf,https://calmatters.org/legislator-tracker/tim-grayson-1967
Tim Grayson,Evan Low for Assembly 2022,193.12,2021-06-07,"food, beverages, and entertainment",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d785c76-c15a-4c3e-a5f6-60a22d6566c2.pdf,https://calmatters.org/legislator-tracker/tim-grayson-1967
Tim Grayson,Mesothelioma Research Foundation of America,250,2021-06-04,"food, beverages, and entertainment",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d785c76-c15a-4c3e-a5f6-60a22d6566c2.pdf,https://calmatters.org/legislator-tracker/tim-grayson-1967
Shannon Grove,"Arzell Hale, Searless Valley Minerals",54.99,2022-12-13,Hickory Farms box,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Ridgecrest Area Association of Realtors,49.99,2022-12-15,"Cheryl's cookies, 2 dz",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,"Centric Health, Michael Bowers",330,2022-12-20,Wine & wine glasses,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Around the Clock Care,135,2022-12-22,Gift box; Chi-Charge,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Munger Farms,50,2022-12-22,Nuts & chocolates,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Garden Pathways,68,2022-12-31,Coffee & Baked goods ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Dr. Brijesh Bhambi,500,2022-07-13,Cashmere scarf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,American Association of Drilling Engineers,100,2022-09-14,"Gift basket, wine",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Madland Toyota,69,2022-12-02,2lbs Blue Cheese,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Lavonne Hall,126.54,2022-12-05,Poinsetta,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Setton Pistachos,149.91,2022-12-07,Box/assorted pistacios,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Mojave Pistacios,200,2022-12-12,"Pistacios,stressballs",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Senator Scott Wilk,103.44,2022-03-15,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Senator Toni Atkins ,150.41,2022-04-25,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Senator Toni Atkins ,41.48,2022-08-31,Champagne,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Senator Toni Atkins ,19.15,2022-12-04,Notebook,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Senator Toni Atkins ,101.47,2022-12-04,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Women in California Leadership,80,2022-08-16,Swag Bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Women in California Leadership,22.01,2022-12-05,2 office plants,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0ebfcbf-000b-48d9-9248-8d68d1b4bdd6.pdf,https://calmatters.org/legislator-tracker/shannon-grove-1965
Shannon Grove,Re-Elect Senator Atkins 2020,53.13,2021-02-01,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Re-Elect Senator Atkins 2020,80.71,2021-02-23,jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Re-Elect Senator Atkins 2020,87,2021-03-15,flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Rosilicie Ochoa Bogh,21.73,2021-03-18,plant,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Rosilicie Ochoa Bogh,50,2021-03-18,cake/plant,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Scott Wilk for Senate 2020,199.88,2021-02-18,Orchids,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Lavonne Hall,109.22,2021-12-03,Poinsetta,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Assemblymember Marie Waldron,135.94,2021-03-17,flower,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Jinni Valov,300,2021-03-25,Trump bust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Cassie Wright,82.99,2021-12-21,Waterford Crystal Bell,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Jesse Miranda Center,74.99,2021-10-11,flowers & fruit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Women in California Leadership,127.64,2021-12-07,gift bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Centric Health,50,2021-12-14,gift box,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,"Associated Builders & Contractors, Central California Chapter",151.93,2021-06-02,flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Bryan Colbrook,300,2021-05-08,2 tickets to crab feed,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Tasteful Selections,93,2021-12-14,Omaha Steaks,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Around The Clock,69.72,2021-02-17,gift bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Shannon Grove,Brad & Liz Peters,86.6,2021-03-19,flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1d66a914-faf6-456f-b0e6-79eb85e1932c.pdf,https://calmatters.org/legislator-tracker/shannon-grove
Robert Hertzberg,Teresa Beaudet,99.99,2021-12-10,Gift basket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Anthony Vairo,70.56,2021-07-29,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,"Michael V. Drake, MD",92.43,2021-01-12,Bottle of Scotch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Cara Esposito,68,2021-08-10,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,"Consulate General of Japan, Los Angeles",80,2021-06-17,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Senator Shannon Grove,15,2021-01-19,Gift basket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Senator Shannon Grove,45.95,2021-02-16,Cigars,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,California Jewish Legislative Caucus Leadership Foundation,26.6,2021-01-28,Gift bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,California Jewish Legislative Caucus Leadership Foundation,33.89,2021-01-28,Yeti mug,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,California Jewish Legislative Caucus Leadership Foundation,67.43,2021-01-28,Tzedakah Box and Engravers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Atkins for Senate,80.71,2021-02-23,Jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Atkins for Senate,76.66,2021-06-01,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Atkins for Senate,46.98,2021-06-08,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Alastair Mactaggart,367.03,2021-02-27,Case of wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,California Jewish Legislative Caucus Leadership Foundation,175.48,2021-01-29,Patagonia Jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Atkins for Senate,113.04,2021-11-17,Cigars,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Assemblymember Luz Rivas,56.55,2021-03-16,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Senator Mike McGuire,7.5,2021-03-17,St. Paddy's Day Party Pack,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Senator Mike McGuire,39.95,2021-04-10,Box of chocolates,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,California Armenian Legislative Caucus,106.2,2021-08-27,Fleece Jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Josh Pulliam,100,2021-01-03,Champagne,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Senator Lena Gonzalez,10,2021-04-15,Cambodian Krama Scarf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Senator Lena Gonzalez,163.07,2021-06-01,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,"TNT Fireworks, Inc.",50,2021-02-25,Bottle of wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,California Professional Firefighters,97.23,2021-05-11,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Austin Beutner,50,2021-05-21,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,River LA,130,2021-06-12,Food and drinks,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,United Brotherhood of Carpenters and Joiners of America,60,2021-07-30,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Consul General Akira Muto,160,2021-05-21,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Berggruen Institute,150,2021-07-27,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Assemblymember Adam Gray,72.02,2021-08-18,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Embassy of Japan in the United States of America,180,2021-07-22,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Climate Action Reserve,65.81,2021-11-07,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Climate Action Reserve,36.52,2021-11-07,Scottish Whisky Tasting,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Climate Action Reserve,75.72,2021-11-09,Reception and Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Beny Alagem,96,2021-08-20,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Beny Alagem,99,2021-11-18,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Beny Alagem,132.66,2021-11-20,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Robert Hertzberg,Museum of Tolerance,150,2021-11-03,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bae16463-12a8-49a7-aa63-71317f92e8fd.pdf,https://calmatters.org/legislator-tracker/robert-hertzberg
Chris Holden,Adobe max,91.46,2022-10-19,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Walt Disney Company,60,2022-11-09,Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Ryan LLC,520,2022-11-13,Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Democratic Party,62.95,2022-05-03,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Democratic Party,67.87,2022-08-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Democratic Party,61.78,2022-11-09,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,City of Pasadena,440,2022-12-21,Event Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Labor Federation,100,2022-05-16,Dinner Ticket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Armenian Legislative Caucus,108.51,2022-08-17,Jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Fox Studio Lot,150,2022-02-12,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Armenian National Committee of America,147,2022-09-25,Meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Amazon,517.14,2022-12-08,Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Democratic Party,56.93,2021-05-04,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Democratic Party,60.99,2021-08-24,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Rendon for Assembly 2020,49.5,2021-07-19,Birthday gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Rendon for Assembly 2020,24.64,2021-01-28,photo book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Rendon for Assembly 2020,14.98,2021-04-19,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Rendon for Assembly 2020,7.09,2021-07-07,Meal/Asm McCarty's House,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,California Armenian Legislative Caucus,106.2,2021-08-27,jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,City of Pasadena,990,2021-11-17,9 Rose Parade Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,Mobility 21,54.18,2021-09-30,conference bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Ben Hueso,Rincon Band of Luiseño Indians,153.3,2021-01-22,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
